"","id_stanice","prohlidky_celkem","docasne_zpusoblile_pocet","docasne_zpusobile_pct","nezpusobile_pocet","nezpusobile_pct","zpusobile_pocet","zpusobile_pct","blank","prum_poc_zavad_lehke","prum_poc_zavad_vazne","prum_poc_zavad_nebezpecne","druh_stk","psc","mesto","ulice","provozovatel","telefon","email","orp","okres","kraj"
"316",3838,5961,434,7.28,52,0.87,5475,91.85,NA,2.12,0.28,0.01,"OA","739 34","Šenov","Pod Šodkem 1618","Radomír Skopek","596891192","autoskopek2004@volny.cz","Ostrava","Ostrava-město","Moravskoslezský kraj"
"317",3839,5163,340,6.59,29,0.56,4794,92.85,NA,2.58,0.2,0.01,"OA, NA, TRA, ZS","789 13","Zábřeh","Lesnická 2179/2a","Autocentrum Zábřeh s.r.o.","583499499","kasparj@stkzabreh.cz","Zábřeh","Šumperk","Olomoucký kraj"
"318",3840,4125,276,6.69,20,0.48,3829,92.82,NA,2.06,0.17,0.01,"OA, TRA, ZS","747 28","Štěpánkovice","Slezská 643","HARASIM s.r.o.","553675228","mharasim@stepankovice.cz","Kravaře","Opava","Moravskoslezský kraj"
"319",3841,4344,520,11.97,36,0.83,3788,87.2,NA,3.01,0.54,0.02,"OA, TRA, ZS","739 92","Návsí","Návsí 976","S. B. J. Motocentrum spol. s r.o.","558 340 985","stk.navsi@atlas.cz","Jablunkov","Frýdek-Místek","Moravskoslezský kraj"
"320",3842,6875,338,4.92,26,0.38,6511,94.71,NA,1.06,0.13,0.01,"OA, ZS","709 00","Ostrava","Oběžná 2086/13","TEAM MAAT spol. s r.o.","596118487","stk@stkok.cz","Ostrava","Ostrava-město","Moravskoslezský kraj"
"321",3843,7292,425,5.83,25,0.34,6842,93.83,NA,2.68,0.2,0,"OA, ZS","779 00","Olomouc","Slavonínská 5","EURO - PROFICAR s.r.o.","585414608","stk.eurocar@seznam.cz","Olomouc","Olomouc","Olomoucký kraj"
"322",3844,5972,535,8.96,48,0.8,5389,90.24,NA,3.33,0.25,0.01,"OA, ZS","787 01","Šumperk","Jesenická 3071/1D","Expres Commercio s.r.o.","583222200","exprescom.stk@seznam.cz","Šumperk","Šumperk","Olomoucký kraj"
"323",3845,9605,654,6.81,55,0.57,8896,92.62,NA,1.72,0.25,0.01,"OA, ZS","757 01","Poličná","Poličná 508","AMG CENTRUM, s.r.o.","571611122","stkvm@seznam.cz","Valašské Meziříčí","Vsetín","Zlínský kraj"
"324",3846,6883,686,9.97,93,1.35,6104,88.68,NA,2.66,0.34,0.02,"OA, ZS","784 01","Litovel","Příčná 1269/11","J&J Kreuzberg spol. s r.o.","585 341 253, 585 343 096","vladimir.jasek@iex.cz","Litovel","Olomouc","Olomoucký kraj"
"325",3847,6015,313,5.2,41,0.68,5661,94.11,NA,2.17,0.16,0.01,"OA","751 31","Lipník nad Bečvou","Na Zelince 1537","Kovet spol. s.r.o.","581701731","stklipnik@kovet.cz","Lipník nad Bečvou","Přerov","Olomoucký kraj"
"326",3848,6194,465,7.51,40,0.65,5689,91.85,NA,1.86,0.24,0.01,"OA, ZS","742 21","Kopřivnice","Štefánikova 221/20","STK KOPR s.r.o.","556821690","stk5@seznam.cz","Kopřivnice","Nový Jičín","Moravskoslezský kraj"
"327",3849,11072,551,4.98,11,0.1,10510,94.92,NA,1.96,0.17,0,"OA, ZS","738 02","Frýdek-Místek","17. listopadu 2269","MPS KONTROL s.r.o.","558431243","info@stk-frydekmistek.cz","Frýdek-Místek","Frýdek-Místek","Moravskoslezský kraj"
"328",3850,7483,398,5.32,54,0.72,7031,93.96,NA,2.87,0.14,0.01,"OA, ZS","736 01","Havířov","Železničářů 1529/1c","KTS servis s.r.o.","596314448","stk.havirov@seznam.cz","Havířov","Karviná","Moravskoslezský kraj"
"329",3851,20331,734,3.61,81,0.4,19516,95.99,NA,2.45,0.12,0.01,"OA, ZS","783 71","Olomouc","Týnecká 833/39","STK ""Na Přerovské"" s.r.o.","585155472","stk.naprerovske@seznam.cz","Olomouc","Olomouc","Olomoucký kraj"
"330",3852,4748,171,3.6,82,1.73,4495,94.67,NA,4.68,0.11,0.03,"OA, TRA, ZS","792 01","Bruntál","Ruská 10","Zdeněk Mlynarčík","554212024","stkbruntal.ruska10@email.cz","Bruntál","Bruntál","Moravskoslezský kraj"
"331",3853,3670,448,12.21,69,1.88,3153,85.91,NA,1.43,0.36,0.02,"OA, ZS","733 01","Karviná","Ostravská 1946/12","STK EMISE, s.r.o.","734750200","stkemise@post.cz","Karviná","Karviná","Moravskoslezský kraj"
"332",3854,6556,512,7.81,143,2.18,5901,90.01,NA,3.53,0.22,0.03,"OA","737 01","Český Těšín","Frýdlanská 1978","KTS servis s.r.o.","734755200","stkceskytesin@seznam.cz","Karviná","Karviná","Moravskoslezský kraj"
